Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.864021500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864046000000000,5,'160' (0xA0),0 (0x30),Read,ACK
0.864070000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.864094500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.864118500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864143000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864167000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.864191500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.864215500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864240000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.864264000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864288500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864312500000000,5,'160' (0xA0),'17' (0x11),Read,ACK
0.864337000000000,5,'160' (0xA0),'28' (0x1C),Read,ACK
0.864361000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864385500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864409500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864433500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864458000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864482000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864506500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864530500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864555000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864579000000000,5,'160' (0xA0),'14' (0x0E),Read,ACK
0.864603500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.864627500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864652000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864676000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864700500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864724500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864749000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864773000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864797500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864821500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864846000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864870000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864894500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864918500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864942500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864967000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.864991000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865015500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865039500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865064000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865088000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865112500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865136500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865161000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865185000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865209500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865233500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865258000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865282000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865306500000000,5,'160' (0xA0),'8' (0x08),Read,ACK
0.865330500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865355000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865379000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865403000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865427500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865451500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.865476000000000,5,'160' (0xA0),U (0x55),Read,ACK
0.865500000000000,5,'160' (0xA0),U (0x55),Read,ACK
0.865524500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865548500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865573000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865597000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865621500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865645500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865670000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865694000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865718500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865742500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865767000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865791000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865815500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865839500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865864000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865888000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865912000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865936500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865960500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.865985000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866009000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866033500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866057500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866082000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866106000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866130500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866154500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866179000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866203000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866227500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866251500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866276000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866300000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866324500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866348500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866372500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866397000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866421000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866445500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866469500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866494000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866518000000000,5,'160' (0xA0),'5' (0x05),Read,ACK
0.866542500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866566500000000,5,'160' (0xA0),'5' (0x05),Read,ACK
0.866591000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866615000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866639500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866663500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866688000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866712000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866736500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866760500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866785000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866809000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866833500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866857500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866881500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866906000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.866930000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866954500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.866978500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867003000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867027000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867051500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867075500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867100000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867124000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867148500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867172500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867197000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867221000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.867245500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.867269500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867294000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867318000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867342000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867366500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867390500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867415000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867439000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867463500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867487500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867512000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867536000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867560500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.867584500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.867609000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867633000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867657500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867681500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867706000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867730000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867754500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867778500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867803000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867827000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867851000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867875500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867899500000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.867924000000000,5,'160' (0xA0),'255' (0xFF),Read,ACK
0.867948000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867972500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.867996500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868021000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868045000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868069500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868093500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868118000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868142000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868166500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868190500000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868215000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868239000000000,5,'160' (0xA0),'0' (0x00),Read,ACK
0.868263500000000,5,'160' (0xA0),'0' (0x00),Read,NAK
0.869814000000000,6,'160' (0xA0),'0' (0x00),Write,ACK
0.869838500000000,6,'160' (0xA0),'208' (0xD0),Write,ACK
0.880607000000000,7,'160' (0xA0),'182' (0xB6),Read,ACK
0.880631000000000,7,'160' (0xA0),'31' (0x1F),Read,ACK
0.880655500000000,7,'160' (0xA0),1 (0x31),Read,ACK
0.880680500000000,7,'160' (0xA0),2 (0x32),Read,ACK
0.880704500000000,7,'160' (0xA0),3 (0x33),Read,ACK
0.880729000000000,7,'160' (0xA0),4 (0x34),Read,NAK
0.881733000000000,8,'160' (0xA0),'0' (0x00),Write,ACK
0.881757500000000,8,'160' (0xA0),'224' (0xE0),Write,ACK
0.892525500000000,9,'160' (0xA0),'233' (0xE9),Read,ACK
0.892550000000000,9,'160' (0xA0),'5' (0x05),Read,ACK
0.892574000000000,9,'160' (0xA0),1 (0x31),Read,ACK
0.892599000000000,9,'160' (0xA0),2 (0x32),Read,ACK
0.892623500000000,9,'160' (0xA0),3 (0x33),Read,ACK
0.892647500000000,9,'160' (0xA0),4 (0x34),Read,NAK
0.893573000000000,10,'160' (0xA0),'0' (0x00),Write,ACK
0.893597500000000,10,'160' (0xA0),'224' (0xE0),Write,ACK
0.904362500000000,11,'160' (0xA0),'233' (0xE9),Read,ACK
0.904387000000000,11,'160' (0xA0),'5' (0x05),Read,ACK
0.904411000000000,11,'160' (0xA0),1 (0x31),Read,ACK
0.904436000000000,11,'160' (0xA0),2 (0x32),Read,ACK
0.904460500000000,11,'160' (0xA0),3 (0x33),Read,ACK
0.904484500000000,11,'160' (0xA0),4 (0x34),Read,ACK
0.904509000000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
0.904533500000000,11,'160' (0xA0),'12' (0x0C),Read,ACK
0.904557500000000,11,'160' (0xA0),} (0x7D),Read,ACK
0.904582000000000,11,'160' (0xA0),'160' (0xA0),Read,ACK
0.904606000000000,11,'160' (0xA0),'234' (0xEA),Read,ACK
0.904630500000000,11,'160' (0xA0),'245' (0xF5),Read,ACK
0.904656500000000,11,'160' (0xA0),'154' (0x9A),Read,ACK
0.904680500000000,11,'160' (0xA0),r (0x72),Read,ACK
0.904705000000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
0.904729000000000,11,'160' (0xA0),'243' (0xF3),Read,ACK
0.904753500000000,11,'160' (0xA0),} (0x7D),Read,ACK
0.904777500000000,11,'160' (0xA0),_ (0x5F),Read,ACK
0.904802000000000,11,'160' (0xA0),'234' (0xEA),Read,ACK
0.904826000000000,11,'160' (0xA0),\n (0x0A),Read,ACK
0.904850500000000,11,'160' (0xA0),'154' (0x9A),Read,ACK
0.904874500000000,11,'160' (0xA0),'141' (0x8D),Read,ACK
0.904899000000000,11,'160' (0xA0),'11' (0x0B),Read,ACK
0.904923000000000,11,'160' (0xA0),'12' (0x0C),Read,ACK
0.904947000000000,11,'160' (0xA0),'130' (0x82),Read,ACK
0.904971500000000,11,'160' (0xA0),'160' (0xA0),Read,ACK
0.904995500000000,11,'160' (0xA0),'21' (0x15),Read,ACK
0.905020000000000,11,'160' (0xA0),'245' (0xF5),Read,ACK
0.905044000000000,11,'160' (0xA0),e (0x65),Read,ACK
0.905068500000000,11,'160' (0xA0),r (0x72),Read,ACK
0.905092500000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
0.905117000000000,11,'160' (0xA0),'243' (0xF3),Read,ACK
0.905141000000000,11,'160' (0xA0),x (0x78),Read,ACK
0.905165500000000,11,'160' (0xA0),Z (0x5A),Read,ACK
0.905189500000000,11,'160' (0xA0),'21' (0x15),Read,ACK
0.905214000000000,11,'160' (0xA0),'245' (0xF5),Read,ACK
0.905238000000000,11,'160' (0xA0),e (0x65),Read,ACK
0.905262500000000,11,'160' (0xA0),r (0x72),Read,ACK
0.905286500000000,11,'160' (0xA0),'11' (0x0B),Read,ACK
0.905311000000000,11,'160' (0xA0),'12' (0x0C),Read,ACK
0.905335000000000,11,'160' (0xA0),'130' (0x82),Read,ACK
0.905359500000000,11,'160' (0xA0),'160' (0xA0),Read,ACK
0.905383500000000,11,'160' (0xA0),'234' (0xEA),Read,ACK
0.905407500000000,11,'160' (0xA0),'11' (0x0B),Read,ACK
0.905432000000000,11,'160' (0xA0),'159' (0x9F),Read,ACK
0.905456000000000,11,'160' (0xA0),'136' (0x88),Read,ACK
0.905480500000000,11,'160' (0xA0),'11' (0x0B),Read,ACK
0.905504500000000,11,'160' (0xA0),'12' (0x0C),Read,ACK
0.905529000000000,11,'160' (0xA0),'130' (0x82),Read,ACK
0.905553000000000,11,'160' (0xA0),'160' (0xA0),Read,ACK
0.905577500000000,11,'160' (0xA0),'21' (0x15),Read,ACK
0.905601500000000,11,'160' (0xA0),'245' (0xF5),Read,ACK
0.905626000000000,11,'160' (0xA0),e (0x65),Read,ACK
0.905650000000000,11,'160' (0xA0),r (0x72),Read,ACK
0.905674500000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
0.905698500000000,11,'160' (0xA0),'241' (0xF1),Read,ACK
0.905723000000000,11,'160' (0xA0),x (0x78),Read,ACK
0.905747000000000,11,'160' (0xA0),Z (0x5A),Read,ACK
0.905771500000000,11,'160' (0xA0),'21' (0x15),Read,ACK
0.905795500000000,11,'160' (0xA0),'245' (0xF5),Read,ACK
0.905820000000000,11,'160' (0xA0),e (0x65),Read,ACK
0.905844000000000,11,'160' (0xA0),r (0x72),Read,ACK
0.905868500000000,11,'160' (0xA0),'11' (0x0B),Read,ACK
0.905892500000000,11,'160' (0xA0),'12' (0x0C),Read,ACK
0.905916500000000,11,'160' (0xA0),'130' (0x82),Read,ACK
0.905941000000000,11,'160' (0xA0),'160' (0xA0),Read,ACK
0.905965000000000,11,'160' (0xA0),'234' (0xEA),Read,ACK
0.905989500000000,11,'160' (0xA0),\t (0x09),Read,ACK
0.906013500000000,11,'160' (0xA0),'159' (0x9F),Read,ACK
0.906038000000000,11,'160' (0xA0),'136' (0x88),Read,ACK
0.906062000000000,11,'160' (0xA0),'11' (0x0B),Read,ACK
0.906086500000000,11,'160' (0xA0),'12' (0x0C),Read,ACK
0.906110500000000,11,'160' (0xA0),'130' (0x82),Read,ACK
0.906135000000000,11,'160' (0xA0),'160' (0xA0),Read,ACK
0.906159000000000,11,'160' (0xA0),'21' (0x15),Read,ACK
0.906183500000000,11,'160' (0xA0),'245' (0xF5),Read,ACK
0.906207500000000,11,'160' (0xA0),e (0x65),Read,ACK
0.906232000000000,11,'160' (0xA0),r (0x72),Read,ACK
0.906256000000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
0.906280500000000,11,'160' (0xA0),'247' (0xF7),Read,ACK
0.906304500000000,11,'160' (0xA0),x (0x78),Read,ACK
0.906329000000000,11,'160' (0xA0),Z (0x5A),Read,ACK
0.906353000000000,11,'160' (0xA0),'224' (0xE0),Read,ACK
0.906377000000000,11,'160' (0xA0),\n (0x0A),Read,ACK
0.906401500000000,11,'160' (0xA0),'154' (0x9A),Read,ACK
0.906425500000000,11,'160' (0xA0),'141' (0x8D),Read,ACK
0.906450000000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
0.906474000000000,11,'160' (0xA0),'243' (0xF3),Read,ACK
0.906498500000000,11,'160' (0xA0),} (0x7D),Read,ACK
0.906522500000000,11,'160' (0xA0),_ (0x5F),Read,ACK
0.906547000000000,11,'160' (0xA0),'234' (0xEA),Read,ACK
0.906571000000000,11,'160' (0xA0),\n (0x0A),Read,ACK
0.906595500000000,11,'160' (0xA0),'154' (0x9A),Read,ACK
0.906619500000000,11,'160' (0xA0),'141' (0x8D),Read,ACK
0.906644000000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
0.906668000000000,11,'160' (0xA0),'243' (0xF3),Read,ACK
0.906692500000000,11,'160' (0xA0),} (0x7D),Read,ACK
0.906716500000000,11,'160' (0xA0),_ (0x5F),Read,ACK
0.906741000000000,11,'160' (0xA0),'234' (0xEA),Read,ACK
0.906765000000000,11,'160' (0xA0),\n (0x0A),Read,ACK
0.906789500000000,11,'160' (0xA0),'154' (0x9A),Read,ACK
0.906813500000000,11,'160' (0xA0),'141' (0x8D),Read,ACK
0.906838000000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
0.906862000000000,11,'160' (0xA0),'243' (0xF3),Read,ACK
0.906886000000000,11,'160' (0xA0),} (0x7D),Read,ACK
0.906910500000000,11,'160' (0xA0),_ (0x5F),Read,ACK
0.906934500000000,11,'160' (0xA0),'234' (0xEA),Read,ACK
0.906959000000000,11,'160' (0xA0),\n (0x0A),Read,ACK
0.906983000000000,11,'160' (0xA0),'154' (0x9A),Read,ACK
0.907007500000000,11,'160' (0xA0),'141' (0x8D),Read,ACK
0.907031500000000,11,'160' (0xA0),'244' (0xF4),Read,ACK
